id,Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Like / Dislike Ratio,Hints,Similar Questions ID,Similar Questions Text,title lowercase
1600,2099,Number of Strings That Appear as Substrings in Word,number-of-strings-that-appear-as-substrings-in-word,"Given an array of strings patterns and a string word, return the number of strings in patterns that exist as a substring in word. A substring is a contiguous sequence of characters within a string. ",String,Easy,79.4,34760,27602,276,12,0.958333333,Deal with each of the patterns individually. Use the built-in function in the language you are using to find if the pattern exists as a substring in word.,,,number of strings that appear as substrings in word
1602,2204,Find Subsequence of Length K With the Largest Sum,find-subsequence-of-length-k-with-the-largest-sum,You are given an integer array nums and an integer k. You want to find a subsequence of nums of length k that has the largest sum. Return any such subsequence as an integer array of length k. A subsequence is an array that can be derived from another array by deleting some or no elements without changing the order of the remaining elements. ,"Array,Hash Table,Sorting,Heap (Priority Queue)",Easy,43.6,34727,15145,412,39,0.913525499,"From a greedy perspective, what k elements should you pick? Could you sort the array while maintaining the index?",2.15E+14,"Kth Largest Element in an Array,Maximize Sum Of Array After K Negations,Sort Integers by The Number of 1 Bits,Minimum Difference in Sums After Removal of Elements",find subsequence of length k with the largest sum
1603,2211,K Radius Subarray Averages,k-radius-subarray-averages,"You are given a 0-indexed array nums of n integers, and an integer k. The k-radius average for a subarray of nums centered at some index i with the radius k is the average of all elements in nums between the indices i - k and i + k (inclusive). If there are less than k elements before or after the index i, then the k-radius average is -1. Build and return an array avgs of length n where avgs[i] is the k-radius average for the subarray centered at index i. The average of x elements is the sum of the x elements divided by x, using integer division. The integer division truncates toward zero, which means losing its fractional part. ","Array,Sliding Window",Medium,40.6,34633,14048,260,10,0.962962963,"To calculate the average of a subarray, you need the sum and the K. K is already given. How could you quickly calculate the sum of a subarray? Use the Prefix Sums method to calculate the subarray sums. It is possible that the sum of all the elements does not fit in a 32-bit integer type. Be sure to use a 64-bit integer type for the prefix sum array.",2.09E+15,"Minimum Size Subarray Sum,Moving Average from Data Stream,Subarray Sum Equals K,Maximum Average Subarray I,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold",k radius subarray averages
1605,2226,Rings and Rods,rings-and-rods,"There are n rings and each ring is either red, green, or blue. The rings are distributed across ten rods labeled from 0 to 9. You are given a string rings of length 2n that describes the n rings that are placed onto the rods. Every two characters in rings forms a color-position pair that is used to describe each ring where: For example, ""R3G2B1"" describes n == 3 rings: a red ring placed onto the rod labeled 3, a green ring placed onto the rod labeled 2, and a blue ring placed onto the rod labeled 1. Return the number of rods that have all three colors of rings on them. ","Hash Table,String",Easy,81.7,34578,28264,355,10,0.97260274,"For every rod, look through ‘rings' to see if the rod contains all colors. Create 3 booleans, 1 for each color, to store if that color is present for the current rod. If all 3 are true after looking through the string, then the rod contains all the colors.",2053,Check if All Characters Have Equal Number of Occurrences,rings and rods
1607,2290,Removing Minimum Number of Magic Beans,removing-minimum-number-of-magic-beans,"You are given an array of positive integers beans, where each integer represents the number of magic beans found in a particular magic bag. Remove any number of beans (possibly none) from each bag such that the number of beans in each remaining non-empty bag (still containing at least one bean) is equal. Once a bean has been removed from a bag, you are not allowed to return it to any of the bags. Return the minimum number of magic beans that you have to remove. ","Array,Sorting,Prefix Sum",Medium,40.9,34492,14124,456,26,0.946058091,"Notice that if we choose to make x bags of beans empty, we should choose the x bags with the least amount of beans. Notice that if the minimum number of beans in a non-empty bag is m, then the best way to make all bags have an equal amount of beans is to reduce all the bags to have m beans. Can we iterate over how many bags we should remove and choose the one that minimizes the total amount of beans to remove? Sort the bags of beans first.",4621776,"Minimum Moves to Equal Array Elements II,Minimum Operations to Reduce X to Zero",removing minimum number of magic beans
1608,1902,Car Fleet II,car-fleet-ii,"There are n cars traveling at different speeds in the same direction along a one-lane road. You are given an array cars of length n, where cars[i] = [positioni, speedi] represents: For simplicity, cars can be considered as points moving along the number line. Two cars collide when they occupy the same position. Once a car collides with another car, they unite and form a single car fleet. The cars in the formed fleet will have the same position and the same speed, which is the initial speed of the slowest car in the fleet. Return an array answer, where answer[i] is the time, in seconds, at which the ith car collides with the next car, or -1 if the car does not collide with the next car. Answers within 10-5 of the actual answers are accepted. ","Array,Math,Stack,Heap (Priority Queue),Monotonic Stack",Hard,52.6,34432,18117,572,15,0.974446337,"We can simply ignore the merging of any car fleet, simply assume they cross each other. Now the aim is to find the first car to the right, which intersects with the current car before any other. Assume we have already considered all cars to the right already, now the current car is to be considered. Let's ignore all cars with speeds higher than the current car since the current car cannot intersect with those ones. Now, all cars to the right having speed strictly less than current car are to be considered. Now, for two cars c1 and c2 with positions p1 and p2 (p1 < p2) and speed s1 and s2 (s1 > s2), if c1 and c2 intersect before the current car and c2, then c1 can never be the first car of intersection for any car to the left of current car including current car. So we can remove that car from our consideration. We can see that we can maintain candidate cars in this way using a stack, removing cars with speed greater than or equal to current car, and then removing cars which can never be first point of intersection. The first car after this process (if any) would be first point of intersection.",8832317,"Car Fleet,Count Collisions on a Road",car fleet ii
1609,2047,Find a Peak Element II,find-a-peak-element-ii,"A peak element in a 2D grid is an element that is strictly greater than all of its adjacent neighbors to the left, right, top, and bottom. Given a 0-indexed m x n matrix mat where no two adjacent cells are equal, find any peak element mat[i][j] and return the length 2 array [i,j]. You may assume that the entire matrix is surrounded by an outer perimeter with the value -1 in each cell. You must write an algorithm that runs in O(m log(n)) or O(n log(m)) time. ","Array,Binary Search,Divide and Conquer,Matrix",Medium,53.5,34416,18416,681,54,0.926530612,"Let's assume that the width of the array is bigger than the height, otherwise, we will split in another direction. Split the array into three parts: central column left side and right side. Go through the central column and two neighbor columns and look for maximum. If it's in the central column - this is our peak. If it's on the left side, run this algorithm on subarray left_side + central_column. If it's on the right side, run this algorithm on subarray right_side + central_column",162,Find Peak Element,find a peak element ii
1611,2236,Maximum Twin Sum of a Linked List,maximum-twin-sum-of-a-linked-list,"In a linked list of size n, where n is even, the ith node (0-indexed) of the linked list is known as the twin of the (n-1-i)th node, if 0 <= i <= (n / 2) - 1. The twin sum is defined as the sum of a node and its twin. Given the head of a linked list with even length, return the maximum twin sum of the linked list. ","Linked List,Two Pointers,Stack",Medium,82.2,34349,28247,485,21,0.958498024,"How can ""reversing"" a part of the linked list help find the answer? We know that the nodes of the first half are twins of nodes in the second half, so try dividing the linked list in half and reverse the second half. How can two pointers be used to find every twin sum optimally? Use two different pointers pointing to the first nodes of the two halves of the linked list. The second pointer will point to the first node of the reversed half, which is the (n-1-i)th node in the original linked list. By moving both pointers forward at the same time, we find all twin sums.",206234908,"Reverse Linked List,Palindrome Linked List,Middle of the Linked List",maximum twin sum of a linked list
1612,2248,Minimum Cost of Buying Candies With Discount,minimum-cost-of-buying-candies-with-discount,"A shop is selling candies at a discount. For every two candies sold, the shop gives a third candy for free. The customer can choose any candy to take away for free as long as the cost of the chosen candy is less than or equal to the minimum cost of the two candies bought. Given a 0-indexed integer array cost, where cost[i] denotes the cost of the ith candy, return the minimum cost of buying all the candies. ","Array,Greedy,Sorting",Easy,60.6,34300,20777,224,8,0.965517241,"If we consider costs from high to low, what is the maximum cost of a single candy that we can get for free? How can we generalize this approach to maximize the costs of the candies we get for free? Can sorting the array help us find the minimum cost? If we consider costs from high to low, what is the maximum cost of a single candy that we can get for free? How can we generalize this approach to maximize the costs of the candies we get for free? Can sorting the array help us find the minimum cost?",5611306,"Array Partition I,Minimum Absolute Difference",minimum cost of buying candies with discount
1613,2199,Two Furthest Houses With Different Colors,two-furthest-houses-with-different-colors,"There are n houses evenly lined up on the street, and each house is beautifully painted. You are given a 0-indexed integer array colors of length n, where colors[i] represents the color of the ith house. Return the maximum distance between two houses with different colors. The distance between the ith and jth houses is abs(i - j), where abs(x) is the absolute value of x. ","Array,Greedy",Easy,68.6,33973,23298,378,11,0.971722365,"The constraints are small. Can you try the combination of every two houses? Greedily, the maximum distance will come from either the pair of the leftmost house and possibly some house on the right with a different color, or the pair of the rightmost house and possibly some house on the left with a different color.",1.23E+11,"Replace Elements with Greatest Element on Right Side,Maximum Distance Between a Pair of Values,Maximum Difference Between Increasing Elements",two furthest houses with different colors
1614,913,Random Flip Matrix,random-flip-matrix,"There is an m x n binary grid matrix with all the values set 0 initially. Design an algorithm to randomly pick an index (i, j) where matrix[i][j] == 0 and flips it to 1. All the indices (i, j) where matrix[i][j] == 0 should be equally likely to be returned. Optimize your algorithm to minimize the number of calls made to the built-in random function of your language and optimize the time and space complexity. Implement the Solution class: ","Hash Table,Math,Reservoir Sampling,Randomized",Medium,39,33969,13252,293,89,0.767015707,,,,random flip matrix
1615,1911,Minimum Elements to Add to Form a Given Sum,minimum-elements-to-add-to-form-a-given-sum,"You are given an integer array nums and two integers limit and goal. The array nums has an interesting property that abs(nums[i]) <= limit. Return the minimum number of elements you need to add to make the sum of the array equal to goal. The array must maintain its property that abs(nums[i]) <= limit. Note that abs(x) equals x if x >= 0, and -x otherwise. ","Array,Greedy",Medium,41.6,33964,14123,150,145,0.508474576,"Try thinking about the problem as if the array is empty. Then you only need to form goal using elements whose absolute value is <= limit. You can greedily set all of the elements except one to limit or -limit, so the number of elements you need is ceil(abs(goal)/ limit). You can ""normalize"" goal by offsetting it by the sum of the array. For example, if the goal is 5 and the sum is -3, then it's exactly the same as if the goal is 8 and the array is empty. The answer is ceil(abs(goal-sum)/limit) = (abs(goal-sum)+limit-1) / limit.",,,minimum elements to add to form a given sum
1617,1553,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,"Given an array of integers arr. We want to select three indices i, j and k where (0 <= i < j <= k < arr.length). Let's define a and b as follows: Note that ^ denotes the bitwise-xor operation. Return the number of triplets (i, j and k) Where a == b. ","Array,Hash Table,Math,Bit Manipulation,Prefix Sum",Medium,74.7,33913,25320,881,44,0.952432432,"We are searching for sub-array of length ≥ 2 and we need to split it to 2 non-empty arrays so that the xor of the first array is equal to the xor of the second array. This is equivalent to searching for sub-array with xor = 0. Keep the prefix xor of arr in another array, check the xor of all sub-arrays in O(n^2), if the xor of sub-array of length x is 0 add x-1 to the answer.",,,count triplets that can form two arrays of equal xor
1618,2237,Longest Palindrome by Concatenating Two Letter Words,longest-palindrome-by-concatenating-two-letter-words,"You are given an array of strings words. Each element of words consists of two lowercase English letters. Create the longest possible palindrome by selecting some elements from words and concatenating them in any order. Each element can be selected at most once. Return the length of the longest palindrome that you can create. If it is impossible to create any palindrome, return 0. A palindrome is a string that reads the same forward and backward. ","Array,Hash Table,String,Greedy,Counting",Medium,38.3,33870,12956,381,8,0.979434447,"A palindrome must be mirrored over the center. Suppose we have a palindrome. If we prepend the word ""ab"" on the left, what must we append on the right to keep it a palindrome? We must append ""ba"" on the right. The number of times we can do this is the minimum of (occurrences of ""ab"") and (occurrences of ""ba""). For words that are already palindromes, e.g. ""aa"", we can prepend and append these in pairs as described in the previous hint. We can also use exactly one in the middle to form an even longer palindrome.",336409,"Palindrome Pairs,Longest Palindrome",longest palindrome by concatenating two letter words
1619,2309,Maximize Number of Subsequences in a String,maximize-number-of-subsequences-in-a-string,"You are given a 0-indexed string text and another 0-indexed string pattern of length 2, both of which consist of only lowercase English letters. You can add either pattern[0] or pattern[1] anywhere in text exactly once. Note that the character can be added even at the beginning or at the end of text. Return the maximum number of times pattern can occur as a subsequence of the modified text. A subsequence is a string that can be derived from another string by deleting some or no characters without changing the order of the remaining characters. ","String,Greedy,Prefix Sum",Medium,30.7,33828,10383,215,12,0.947136564,"Find the optimal position to add pattern[0] so that the number of subsequences is maximized. Similarly, find the optimal position to add pattern[1]. For each of the above cases, count the number of times the pattern occurs as a subsequence in text. The larger count is the required answer.",1250,Longest Common Subsequence,maximize number of subsequences in a string
1620,2168,Check if Numbers Are Ascending in a Sentence,check-if-numbers-are-ascending-in-a-sentence,"A sentence is a list of tokens separated by a single space with no leading or trailing spaces. Every token is either a positive number consisting of digits 0-9 with no leading zeros, or a word consisting of lowercase English letters. Given a string s representing a sentence, you need to check if all the numbers in s are strictly increasing from left to right (i.e., other than the last number, each number is strictly smaller than the number on its right in s). Return true if so, or false otherwise. ",String,Easy,67.8,33814,22931,236,11,0.955465587,"Use string tokenization of your language to extract all the tokens of the string easily. For each token extracted, how can you tell if it is a number? Does the first letter being a digit mean something? Compare the number with the previously occurring number to check if ascending order is maintained.",819702243,"String to Integer (atoi),Sorting the Sentence,Check if All A's Appears Before All B's",check if numbers are ascending in a sentence
1621,1994,Minimum Number of Swaps to Make the Binary String Alternating,minimum-number-of-swaps-to-make-the-binary-string-alternating,"Given a binary string s, return the minimum number of character swaps to make it alternating, or -1 if it is impossible. The string is called alternating if no two adjacent characters are equal. For example, the strings ""010"" and ""1010"" are alternating, while the string ""0100"" is not. Any two characters may be swapped, even if they are not adjacent. ","String,Greedy",Medium,38.8,33785,13095,298,22,0.93125,Think about all valid strings of length n. Try to count the mismatched positions with each valid string of length n.,,,minimum number of swaps to make the binary string alternating
1623,1756,Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,"You are given a string s consisting only of characters 'a' and 'b'​​​​. You can delete any number of characters in s to make s balanced. s is balanced if there is no pair of indices (i,j) such that i < j and s[i] = 'b' and s[j]= 'a'. Return the minimum number of deletions needed to make s balanced. ","String,Dynamic Programming,Stack",Medium,56,33672,18869,682,19,0.972895863,You need to find for every index the number of Bs before it and the number of A's after it You can speed up the finding of A's and B's in suffix and prefix using preprocessing,2243,Check if All A's Appears Before All B's,minimum deletions to make string balanced
1626,2195,Time Needed to Buy Tickets,time-needed-to-buy-tickets,"There are n people in a line queuing to buy tickets, where the 0th person is at the front of the line and the (n - 1)th person is at the back of the line. You are given a 0-indexed integer array tickets of length n where the number of tickets that the ith person would like to buy is tickets[i]. Each person takes exactly 1 second to buy a ticket. A person can only buy 1 ticket at a time and has to go back to the end of the line (which happens instantaneously) in order to buy more tickets. If a person does not have any tickets left to buy, the person will leave the line. Return the time taken for the person at position k (0-indexed) to finish buying tickets. ","Array,Queue,Simulation",Easy,62.4,33581,20942,329,22,0.937321937,Loop through the line of people and decrement the number of tickets for each to buy one at a time as if simulating the line moving forward. Keep track of how many tickets have been sold up until person k has no more tickets to buy. Remember that those who have no more tickets to buy will leave the line.,1802,Number of Students Unable to Eat Lunch,time needed to buy tickets
1627,1587,Parallel Courses II,parallel-courses-ii,"You are given an integer n, which indicates that there are n courses labeled from 1 to n. You are also given an array relations where relations[i] = [prevCoursei, nextCoursei], representing a prerequisite relationship between course prevCoursei and course nextCoursei: course prevCoursei has to be taken before course nextCoursei. Also, you are given the integer k. In one semester, you can take at most k courses as long as you have taken all the prerequisites in the previous semester for the courses you are taking. Return the minimum number of semesters needed to take all courses. The testcases will be generated such that it is possible to take every course. ","Dynamic Programming,Bit Manipulation,Graph,Bitmask",Hard,31.8,33574,10661,589,49,0.923197492,"Use backtracking with states (bitmask, degrees) where bitmask represents the set of courses, if the ith bit is 1 then the ith course was taken, otherwise, you can take the ith course. Degrees represent the degree for each course (nodes in the graph). Note that you can only take nodes (courses) with degree = 0 and it is optimal at every step in the backtracking take the maximum number of courses limited by k.",1101,Parallel Courses,parallel courses ii
1628,2085,Array With Elements Not Equal to Average of Neighbors,array-with-elements-not-equal-to-average-of-neighbors,"You are given a 0-indexed array nums of distinct integers. You want to rearrange the elements in the array such that every element in the rearranged array is not equal to the average of its neighbors. More formally, the rearranged array should have the property such that for every i in the range 1 <= i < nums.length - 1, (nums[i-1] + nums[i+1]) / 2 is not equal to nums[i]. Return any rearrangement of nums that meets the requirements. ","Array,Greedy,Sorting",Medium,48.5,33552,16267,256,17,0.937728938,A number can be the average of its neighbors if one neighbor is smaller than the number and the other is greater than the number. We can put numbers smaller than the median on odd indices and the rest on even indices.,280324,"Wiggle Sort,Wiggle Sort II",array with elements not equal to average of neighbors
1630,2154,Minimum Moves to Convert String,minimum-moves-to-convert-string,"You are given a string s consisting of n characters which are either 'X' or 'O'. A move is defined as selecting three consecutive characters of s and converting them to 'O'. Note that if a move is applied to the character 'O', it will stay the same. Return the minimum number of moves required so that all the characters of s are converted to 'O'. ","String,Greedy",Easy,53.4,33422,17856,198,46,0.81147541,Find the smallest substring you need to consider at a time. Try delaying a move as long as possible.,,,minimum moves to convert string
1631,1985,Maximum Subarray Min-Product,maximum-subarray-min-product,"The min-product of an array is equal to the minimum value in the array multiplied by the array's sum. Given an array of integers nums, return the maximum min-product of any non-empty subarray of nums. Since the answer may be large, return it modulo 109 + 7. Note that the min-product should be maximized before performing the modulo operation. Testcases are generated such that the maximum min-product without modulo will fit in a 64-bit signed integer. A subarray is a contiguous part of an array. ","Array,Stack,Monotonic Stack,Prefix Sum",Medium,35.4,33411,11814,745,43,0.945431472,Is there a way we can sort the elements to simplify the problem? Can we find the maximum min-product for every value in the array?,,,maximum subarray min-product
1632,1220,Smallest Sufficient Team,smallest-sufficient-team,"In a project, you have a list of required skills req_skills, and a list of people. The ith person people[i] contains a list of skills that the person has. Consider a sufficient team: a set of people such that for every required skill in req_skills, there is at least one person in the team who has that skill. We can represent these teams by the index of each person. Return any sufficient team of the smallest possible size, represented by the index of each person. You may return the answer in any order. It is guaranteed an answer exists. ","Array,Dynamic Programming,Bit Manipulation,Bitmask",Hard,47.8,33347,15926,703,15,0.979108635,"Do a bitmask DP. For each person, for each set of skills, we can update our understanding of a minimum set of people needed to perform this set of skills.",21052114,"The Number of Good Subsets,Minimum Number of Work Sessions to Finish the Tasks",smallest sufficient team
1633,1900,Closest Dessert Cost,closest-dessert-cost,"You would like to make dessert and are preparing to buy the ingredients. You have n ice cream base flavors and m types of toppings to choose from. You must follow these rules when making your dessert: You are given three inputs: You want to make a dessert with a total cost as close to target as possible. Return the closest possible cost of the dessert to target. If there are multiple, return the lower one. ","Array,Dynamic Programming,Backtracking",Medium,45.9,33299,15275,409,43,0.904867257,"As the constraints are not large, you can brute force and enumerate all the possibilities.",,,closest dessert cost
1634,1695,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,"We have an array of integers, nums, and an array of requests where requests[i] = [starti, endi]. The ith request asks for the sum of nums[starti] + nums[starti + 1] + ... + nums[endi - 1] + nums[endi]. Both starti and endi are 0-indexed. Return the maximum total sum of all requests among all permutations of nums. Since the answer may be too large, return it modulo 109 + 7. ","Array,Greedy,Sorting,Prefix Sum",Medium,36.2,33296,12069,487,26,0.949317739,Indexes with higher frequencies should be bound with larger values,,,maximum sum obtained of any permutation
1636,2271,Rearrange Array Elements by Sign,rearrange-array-elements-by-sign,You are given a 0-indexed integer array nums of even length consisting of an equal number of positive and negative integers. You should rearrange the elements of nums such that the modified array follows the given conditions: Return the modified array after rearranging the elements to satisfy the aforementioned conditions. ,"Array,Two Pointers,Simulation",Medium,82.1,33087,27171,362,23,0.94025974,Divide the array into two parts- one comprising of only positive integers and the other of negative integers. Merge the two parts to get the resultant array.,3.77E+13,"Wiggle Subsequence,Sort Array By Parity II,Partition Array According to Given Pivot,Largest Number After Digit Swaps by Parity",rearrange array elements by sign
1640,2122,Count Special Quadruplets,count-special-quadruplets,"Given a 0-indexed integer array nums, return the number of distinct quadruplets (a, b, c, d) such that: ","Array,Enumeration",Easy,57.9,32992,19090,261,132,0.664122137,"N is very small, how can we use that? Can we check every possible quadruplet?",183341656,"4Sum,Increasing Triplet Subsequence,Count Good Triplets",count special quadruplets
1642,2320,Find All K-Distant Indices in an Array,find-all-k-distant-indices-in-an-array,You are given a 0-indexed integer array nums and two integers key and k. A k-distant index is an index i of nums for which there exists at least one index j such that |i - j| <= k and nums[j] == key. Return a list of all k-distant indices sorted in increasing order. ,Array,Easy,64.4,32898,21198,177,26,0.871921182,"For every occurrence of key in nums, find all indices within distance k from it. Use a hash table to remove duplicate indices.",1243,"Two Sum,Shortest Word Distance",find all k-distant indices in an array
1643,1148,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,"Given two numbers arr1 and arr2 in base -2, return the result of adding them together. Each number is given in array format:  as an array of 0s and 1s, from most significant bit to least significant bit.  For example, arr = [1,1,0,1] represents the number (-2)^3 + (-2)^2 + (-2)^0 = -3.  A number arr in array, format is also guaranteed to have no leading zeros: either arr == [0] or arr[0] == 1. Return the result of adding arr1 and arr2 in the same format: as an array of 0s and 1s with no leading zeros. ","Array,Math",Medium,35.8,32879,11771,214,89,0.706270627,"We can try to determine the last digit of the answer, then divide everything by 2 and repeat.",,,adding two negabinary numbers
1644,1562,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Given the array favoriteCompanies where favoriteCompanies[i] is the list of favorites companies for the ith person (indexed from 0). Return the indices of people whose list of favorite companies is not a subset of any other list of favorites companies. You must return the indices in increasing order. ,"Array,Hash Table,String",Medium,56.6,32870,18590,247,193,0.561363636,"Use hashing to convert company names in numbers and then for each list check if this is a subset of any other list. In order to check if a list is a subset of another list, use two pointers technique to get a linear solution for this task. The total complexity will be O(n^2 * m) where n is the number of lists and m is the maximum number of elements in a list.",,,people whose list of favorite companies is not a subset of another list
1647,1302,Delete Characters to Make Fancy String,delete-characters-to-make-fancy-string,"A fancy string is a string where no three consecutive characters are equal. Given a string s, delete the minimum possible number of characters from s to make it fancy. Return the final string after the deletion. It can be shown that the answer will always be unique. ",String,Easy,56.8,32711,18591,215,10,0.955555556,"What's the optimal way to delete characters if three or more consecutive characters are equal? If three or more consecutive characters are equal, keep two of them and delete the rest.",,,delete characters to make fancy string
1648,1889,Check if Number is a Sum of Powers of Three,check-if-number-is-a-sum-of-powers-of-three,"Given an integer n, return true if it is possible to represent n as the sum of distinct powers of three. Otherwise, return false. An integer y is a power of three if there exists an integer x such that y == 3x. ",Math,Medium,64.7,32597,21101,505,18,0.965583174,Let's note that the maximum power of 3 you'll use in your soln is 3^16 The number can not be represented as a sum of powers of 3 if it's ternary presentation has a 2 in it,326,Power of Three,check if number is a sum of powers of three
1649,1952,Minimum Sideway Jumps,minimum-sideway-jumps,"There is a 3 lane road of length n that consists of n + 1 points labeled from 0 to n. A frog starts at point 0 in the second lane and wants to jump to point n. However, there could be obstacles along the way. You are given an array obstacles of length n + 1 where each obstacles[i] (ranging from 0 to 3) describes an obstacle on the lane obstacles[i] at point i. If obstacles[i] == 0, there are no obstacles at point i. There will be at most one obstacle in the 3 lanes at each point. The frog can only travel from point i to point i + 1 on the same lane if there is not an obstacle on the lane at point i + 1. To avoid obstacles, the frog can also perform a side jump to jump to another lane (even if they are not adjacent) at the same point if there is no obstacle on the new lane. Return the minimum number of side jumps the frog needs to reach any lane at point n starting from lane 2 at point 0. Note: There will be no obstacles on points 0 and n. ","Array,Dynamic Programming,Greedy",Medium,49.2,32587,16042,557,28,0.952136752,"At a given point, there are only 3 possible states for where the frog can be. Check all the ways to move from one point to the next and update the minimum side jumps for each lane.",403,Frog Jump,minimum sideway jumps
1651,2233,Number of Smooth Descent Periods of a Stock,number-of-smooth-descent-periods-of-a-stock,"You are given an integer array prices representing the daily price history of a stock, where prices[i] is the stock price on the ith day. A smooth descent period of a stock consists of one or more contiguous days such that the price on each day is lower than the price on the preceding day by exactly 1. The first day of the period is exempted from this rule. Return the number of smooth descent periods. ","Array,Math,Dynamic Programming",Medium,55.3,32528,17988,326,12,0.964497041,"Any array is a series of adjacent longest possible smooth descent periods. For example, [5,3,2,1,7,6] is [5] + [3,2,1] + [7,6]. Think of a 2-pointer approach to traverse the array and find each longest possible period. Suppose you found the longest possible period with a length of k. How many periods are within that period? How can you count them quickly? Think of the formula to calculate the sum of 1, 2, 3, ..., k.",7131061,"Subarray Product Less Than K,Number of Valid Subarrays",number of smooth descent periods of a stock
1652,993,Tallest Billboard,tallest-billboard,"You are installing a billboard and want it to have the largest height. The billboard will have two steel supports, one on each side. Each steel support must be an equal height. You are given a collection of rods that can be welded together. For example, if you have rods of lengths 1, 2, and 3, you can weld them together to make a support of length 6. Return the largest possible height of your billboard installation. If you cannot support the billboard, return 0. ","Array,Dynamic Programming",Hard,39.9,32430,12945,651,23,0.965875371,,2162,Partition Array Into Two Arrays to Minimize Sum Difference,tallest billboard
1653,1879,Maximum Score From Removing Stones,maximum-score-from-removing-stones,"You are playing a solitaire game with three piles of stones of sizes a​​​​​​, b,​​​​​​ and c​​​​​​ respectively. Each turn you choose two different non-empty piles, take one stone from each, and add 1 point to your score. The game stops when there are fewer than two non-empty piles (meaning there are no more available moves). Given three integers a​​​​​, b,​​​​​ and c​​​​​, return the maximum score you can get. ","Math,Greedy,Heap (Priority Queue)",Medium,65.2,32426,21143,485,34,0.934489403,It's optimal to always remove one stone from the biggest 2 piles Note that the limits are small enough for simulation,,,maximum score from removing stones
1654,1912,Number of Restricted Paths From First to Last Node,number-of-restricted-paths-from-first-to-last-node,"There is an undirected weighted connected graph. You are given a positive integer n which denotes that the graph has n nodes labeled from 1 to n, and an array edges where each edges[i] = [ui, vi, weighti] denotes that there is an edge between nodes ui and vi with weight equal to weighti. A path from node start to node end is a sequence of nodes [z0, z1, z2, ..., zk] such that z0 = start and zk = end and there is an edge between zi and zi+1 where 0 <= i <= k-1. The distance of a path is the sum of the weights on the edges of the path. Let distanceToLastNode(x) denote the shortest distance of a path between node n and node x. A restricted path is a path that also satisfies that distanceToLastNode(zi) > distanceToLastNode(zi+1) where 0 <= i <= k-1. Return the number of restricted paths from node 1 to node n. Since that number may be too large, return it modulo 109 + 7. ","Dynamic Programming,Graph,Topological Sort,Heap (Priority Queue),Shortest Path",Medium,38.6,32401,12491,579,101,0.851470588,"Run a Dijkstra from node numbered n to compute distance from the last node. Consider all edges [u, v] one by one and direct them such that distance of u to n > distance of v to n. If both u and v are at the same distance from n, discard this edge. Now this problem reduces to computing the number of paths from 1 to n in a DAG, a standard DP problem.",1431,All Ancestors of a Node in a Directed Acyclic Graph,number of restricted paths from first to last node
1657,2249,Count the Hidden Sequences,count-the-hidden-sequences,"You are given a 0-indexed array of n integers differences, which describes the differences between each pair of consecutive integers of a hidden sequence of length (n + 1). More formally, call the hidden sequence hidden, then we have that differences[i] = hidden[i + 1] - hidden[i]. You are further given two integers lower and upper that describe the inclusive range of values [lower, upper] that the hidden sequence can contain. Return the number of possible hidden sequences there are. If there are no possible sequences, return 0. ","Array,Prefix Sum",Medium,35.1,32252,11334,356,37,0.905852417,"Fix the first element of the hidden sequence to any value x and ignore the given bounds. Notice that we can then determine all the other elements of the sequence by using the differences array. We will also be able to determine the difference between the minimum and maximum elements of the sequence. Notice that the value of x does not affect this. We now have the ‘range' of the sequence (difference between min and max element), we can then calculate how many ways there are to fit this range into the given range of lower to upper. Answer is (upper - lower + 1) - (range of sequence)",,,count the hidden sequences
1658,2329,Maximum Product After K Increments,maximum-product-after-k-increments,"You are given an array of non-negative integers nums and an integer k. In one operation, you may choose any element from nums and increment it by 1. Return the maximum product of nums after at most k operations. Since the answer may be very large, return it modulo 109 + 7. Note that you should maximize the product before taking the modulo. ","Array,Greedy,Heap (Priority Queue)",Medium,39,32222,12569,248,23,0.915129151,"If you can increment only once, which number should you increment? We should always prioritize the smallest number. What kind of data structure could we use? Use a min heap to hold all the numbers. Each time we do an operation, replace the top of the heap x by x + 1.",2099821938,"Minimum Size Subarray Sum,Minimum Increment to Make Array Unique,Minimum Operations to Make the Array Increasing",maximum product after k increments
